,Player,Dealer,Ace,Hit Flag,Stand,Hit,Double Down,Surrender,Best Action Index,Best Action
95,6.0,4.0,1.0,1.0,,,,,,
96,6,5,0,0,-42.15318879866527,-32.13305989041672,-58.02629738441071,-41.30192010438006,1,H
97,6.0,5.0,0.0,1.0,,,,,,
98,6.0,5.0,1.0,0.0,,,,,,
99,6.0,5.0,1.0,1.0,,,,,,
100,6,6,0,0,-37.274041693241024,-23.69116412942573,-82.69317218443473,-44.68894299221713,1,H
101,6,6,0,1,-4.2065752486072805,0.0,0.0,0.0,1,H
102,6.0,6.0,1.0,0.0,,,,,,
103,6.0,6.0,1.0,1.0,,,,,,
104,6,7,0,0,-43.408119659873975,-28.137774329060022,-89.322939279689,-44.126595019587555,1,H
105,6,7,0,1,-14.03688841608076,-6.0834847661040214,0.0,0.0,2,D
106,6.0,7.0,1.0,0.0,,,,,,
107,6.0,7.0,1.0,1.0,,,,,,
108,6,8,0,0,-69.591836828381,-31.30060198543326,-55.74479123950828,-50.03333193241954,1,H
109,6,8,0,1,-8.389822827285007,0.0,0.0,0.0,1,H
110,6.0,8.0,1.0,0.0,,,,,,
111,6.0,8.0,1.0,1.0,,,,,,
112,6,9,0,0,-54.744436154329236,-53.34025523939697,-55.351604597039014,-60.46379595177428,1,H
113,6,9,0,1,-9.303438868251765,0.0,-100.0,0.0,1,H
114,6.0,9.0,1.0,0.0,,,,,,
115,6.0,9.0,1.0,1.0,,,,,,
116,6,10,0,0,-78.90955046921236,-61.204474886086466,-145.18349707347804,-68.9891912292512,1,H
117,6,10,0,1,-33.49930284947853,-22.046877854097367,-100.0,-100.0,1,H
118,6.0,10.0,1.0,0.0,,,,,,
119,6.0,10.0,1.0,1.0,,,,,,
120,7,1,0,0,-84.21492172167524,-65.81976804965068,-87.74185725792819,-72.74517446192867,1,H
121,7,1,0,1,-12.152676395585292,-8.772760331437084,-190.0,-100.0,1,H
122,7.0,1.0,1.0,0.0,,,,,,
123,7.0,1.0,1.0,1.0,,,,,,
124,7,2,0,0,-60.172872456613085,-30.093426031399694,-40.04621380683663,-58.65041781396523,1,H
125,7,2,0,1,-21.331451478015328,-15.240407008178503,-190.1654899273471,-100.0,1,H
126,7.0,2.0,1.0,0.0,,,,,,
127,7.0,2.0,1.0,1.0,,,,,,
128,7,3,0,0,-66.01507978664344,-44.365716904167606,-69.6748170134371,-48.903751367752676,1,H
129,7,3,0,1,-22.62423115069153,-10.462377682782632,-100.0,-100.0,1,H
130,7.0,3.0,1.0,0.0,,,,,,
131,7.0,3.0,1.0,1.0,,,,,,
132,7,4,0,0,-43.5991083846955,-23.48269147084035,-74.67969247249391,-49.26358709423923,1,H
133,7,4,0,1,-23.051022401568815,-13.378981926740607,-100.0,-100.0,1,H
134,7.0,4.0,1.0,0.0,,,,,,
135,7.0,4.0,1.0,1.0,,,,,,
136,7,5,0,0,-44.24052144804416,-27.871893690563113,-34.752494522870606,-62.76880317610976,1,H
137,7,5,0,1,-12.965750399037152,-16.241374182772446,-190.7234036110542,-100.0,0,S
138,7.0,5.0,1.0,0.0,,,,,,
139,7.0,5.0,1.0,1.0,,,,,,
140,7,6,0,0,-38.63888545722188,-25.210384790849684,-70.59656842430888,-46.242555201550005,1,H
141,7,6,0,1,-15.097568996803176,-6.592332933964439,-100.0,-100.0,1,H
142,7.0,6.0,1.0,0.0,,,,,,
143,7.0,6.0,1.0,1.0,,,,,,
144,7,7,0,0,-50.634116457694056,-21.374999521341486,-61.718659020973554,-47.23912434391715,1,H
145,7,7,0,1,8.412166690854733,-3.7161738215392273,0.0,0.0,0,S
146,7.0,7.0,1.0,0.0,,,,,,
147,7.0,7.0,1.0,1.0,,,,,,
148,7,8,0,0,-64.86250301290484,-46.58519926521998,-69.66031744615772,-61.421859780425535,1,H
149,7,8,0,1,-13.461520903336059,-12.624071992072633,-100.0,-100.0,1,H
150,7.0,8.0,1.0,0.0,,,,,,
151,7.0,8.0,1.0,1.0,,,,,,
152,7,9,0,0,-77.05195309209425,-48.56777325917196,-59.80167809132365,-67.3182524911856,1,H
153,7,9,0,1,-20.284311152693423,-12.757946130792057,-190.0,-100.0,1,H
154,7.0,9.0,1.0,0.0,,,,,,
155,7.0,9.0,1.0,1.0,,,,,,
156,7,10,0,0,-92.06106302863128,-53.32731697677866,-140.95568555377875,-77.76175644858084,1,H
157,7,10,0,1,-56.41613851479886,-54.890502310102015,-100.0,-194.41533117436725,1,H
158,7.0,10.0,1.0,0.0,,,,,,
159,7.0,10.0,1.0,1.0,,,,,,
160,8,1,0,0,-101.38164829006973,-58.91552290710207,-94.1354530870589,-82.40855020411578,1,H
161,8,1,0,1,-27.663217490101964,-30.757986279581747,-191.40628756342517,-100.0,0,S
162,8.0,1.0,1.0,0.0,,,,,,
163,8.0,1.0,1.0,1.0,,,,,,
164,8,2,0,0,-41.45925533123472,-30.45584038378146,-44.680011300399684,-44.19646113167915,1,H
165,8,2,0,1,-19.949005275829087,-15.14839380477665,-100.0,-100.0,1,H
166,8.0,2.0,1.0,0.0,,,,,,
167,8.0,2.0,1.0,1.0,,,,,,
168,8,3,0,0,-43.590065883978085,-22.225386977379443,-78.33315762354243,-40.71232544684323,1,H
169,8,3,0,1,-21.730659680621788,-11.684434632649495,-100.0,-191.09780989770474,1,H
170,8.0,3.0,1.0,0.0,,,,,,
171,8.0,3.0,1.0,1.0,,,,,,
172,8,4,0,0,-42.0853847958015,-27.940279370613055,-71.59895772172109,-43.384797021967564,1,H
173,8,4,0,1,-15.069124211303834,-11.780759463764312,-100.0,-100.0,1,H
174,8.0,4.0,1.0,0.0,,,,,,
175,8.0,4.0,1.0,1.0,,,,,,
176,8,5,0,0,-44.831303088711884,-26.880132589140032,-64.00168500637626,-55.08738620744658,1,H
177,8,5,0,1,-20.989211929734523,-8.673288790388218,-100.0,-100.0,1,H
178,8.0,5.0,1.0,0.0,,,,,,
179,8.0,5.0,1.0,1.0,,,,,,
180,8,6,0,0,-39.71979064263367,-26.1913380363759,-57.919720029629175,-55.6400772884971,1,H
181,8,6,0,1,-16.375691792516736,-8.849118641589708,-100.0,-100.0,1,H
182,8.0,6.0,1.0,0.0,,,,,,
183,8.0,6.0,1.0,1.0,,,,,,
184,8,7,0,0,-64.43200529427499,6.963885073965747,-48.27420860673547,-42.38406941316909,1,H
185,8,7,0,1,-14.742998608124012,-0.5249518169989988,-100.0,-100.0,1,H
186,8.0,7.0,1.0,0.0,,,,,,
187,8.0,7.0,1.0,1.0,,,,,,
188,8,8,0,0,-72.72573849930625,-31.84773289266258,-66.10824107217225,-62.463984636688366,1,H
189,8,8,0,1,-11.79457775648195,-3.300801184361008,-190.48581346915856,-100.0,1,H
190,8.0,8.0,1.0,0.0,,,,,,
191,8.0,8.0,1.0,1.0,,,,,,
192,8,9,0,0,-80.22964453387738,-58.33511153954528,-79.30561044522823,-65.65116288577403,1,H
193,8,9,0,1,-43.33071196237061,-30.126931686873434,-191.72557610210225,-100.0,1,H
194,8.0,9.0,1.0,0.0,,,,,,
195,8.0,9.0,1.0,1.0,,,,,,
196,8,10,0,0,-81.06177912355591,-64.06895119237817,-112.0993847062075,-82.48659503144114,1,H
197,8,10,0,1,-65.24966638541358,-56.166497239981325,-190.0364510441874,-100.0,1,H
198,8.0,10.0,1.0,0.0,,,,,,
199,8.0,10.0,1.0,1.0,,,,,,
200,9,1,0,0,-98.98057479563572,-52.762122463671005,-121.87603766063073,-75.08390252496933,1,H
201,9,1,0,1,-52.570955325147374,-52.48495893335385,-100.0,-100.0,1,H
202,9.0,1.0,1.0,0.0,,,,,,
203,9.0,1.0,1.0,1.0,,,,,,
204,9,2,0,0,-48.72017330277315,-36.28533956427095,-39.71468584767594,-38.00216217889364,1,H
205,9,2,0,1,-23.52305410937293,-11.097527670619213,-272.61703066803284,-100.0,1,H
206,9.0,2.0,1.0,0.0,,,,,,
207,9.0,2.0,1.0,1.0,,,,,,
208,9,3,0,0,-53.62034086688183,-10.378280123084632,-47.7660068638402,-46.100937599424164,1,H
209,9,3,0,1,-15.727469909447215,-6.39596320210132,-100.0,-100.0,1,H
210,9.0,3.0,1.0,0.0,,,,,,
211,9.0,3.0,1.0,1.0,,,,,,
212,9,4,0,0,-67.34201729162932,-20.913579846933906,-31.278470900378792,-50.598528471813765,1,H
213,9,4,0,1,-15.9245939672967,-9.899331321952701,-409.0379863130023,-271.5587160281888,1,H
214,9.0,4.0,1.0,0.0,,,,,,
215,9.0,4.0,1.0,1.0,,,,,,
216,9,5,0,0,-59.765964056297165,-2.5054049156654923,-34.17616419988368,-22.566741127446225,1,H
217,9,5,0,1,-10.07199804919491,8.190734017202928,-100.0,-190.26006582140343,1,H
218,9.0,5.0,1.0,0.0,,,,,,
219,9.0,5.0,1.0,1.0,,,,,,
220,9,6,0,0,-42.672883271393836,-2.6759914315971365,-21.43558330163108,-34.34135168612612,1,H
221,9,6,0,1,-10.313221211966043,-9.460060836397114,-100.0,-100.0,1,H
222,9.0,6.0,1.0,0.0,,,,,,
223,9.0,6.0,1.0,1.0,,,,,,
224,9,7,0,0,-79.81374637495682,-4.851994508188793,-38.11644738933643,-36.01119859420358,1,H
225,9,7,0,1,-30.461637858763012,-13.214845612110157,-100.0,-100.0,1,H
226,9.0,7.0,1.0,0.0,,,,,,
227,9.0,7.0,1.0,1.0,,,,,,
228,9,8,0,0,-43.048707605218105,-22.643025045577456,-78.94338329413225,-46.95166929479827,1,H
229,9,8,0,1,-29.92726295460249,-4.472142206609307,-100.0,-100.0,1,H
230,9.0,8.0,1.0,0.0,,,,,,
231,9.0,8.0,1.0,1.0,,,,,,
232,9,9,0,0,-65.92352657108461,-25.507138466715702,-93.35306678760804,-46.238505051210986,1,H
233,9,9,0,1,-36.10429547251882,-28.401262716174227,-100.0,-100.0,1,H
234,9.0,9.0,1.0,0.0,,,,,,
235,9.0,9.0,1.0,1.0,,,,,,
236,9,10,0,0,-98.12371659677129,-56.19049445037934,-81.91537821291567,-72.5778308649527,1,H
237,9,10,0,1,-59.90505980704915,-50.60290317165485,-481.5417828560071,-477.3996574547164,1,H
238,9.0,10.0,1.0,0.0,,,,,,
239,9.0,10.0,1.0,1.0,,,,,,
240,10,1,0,0,-66.91171990071248,-46.71700612050581,-71.76379412828379,-57.92426912711618,1,H
241,10,1,0,1,-54.50640194527485,-42.87207306641794,-100.0,-273.8386312718759,1,H
242,10.0,1.0,1.0,0.0,,,,,,
243,10.0,1.0,1.0,1.0,,,,,,
244,10,2,0,0,-72.24240741901227,-28.394720071618178,-43.20129479748074,-41.5842014859721,1,H
245,10,2,0,1,-3.502584098939014,4.222496150152407,-341.9168129263299,-188.35677281316623,1,H
246,10.0,2.0,1.0,0.0,,,,,,
247,10.0,2.0,1.0,1.0,,,,,,
248,10,3,0,0,-33.488541261351365,-2.3840559881625083,-59.40191137882809,-43.25925984988681,1,H
249,10,3,0,1,-3.4409215748098347,8.228536748719744,-268.9072172170172,-188.75845072063194,1,H
250,10.0,3.0,1.0,0.0,,,,,,
251,10.0,3.0,1.0,1.0,,,,,,
252,10,4,0,0,-79.73349398828296,-9.564944950000141,-52.34920204892457,-60.28986835041002,1,H
253,10,4,0,1,-26.761921396066395,-14.195863474645488,-100.0,-344.4823974348244,1,H
254,10.0,4.0,1.0,0.0,,,,,,
255,10.0,4.0,1.0,1.0,,,,,,
256,10,5,0,0,-26.26400652083659,-10.273581015219664,-27.303789759543378,-38.806282912067466,1,H
257,10,5,0,1,-13.378237300924127,6.046519204652199,-100.0,-267.18349474083857,1,H
258,10.0,5.0,1.0,0.0,,,,,,
259,10.0,5.0,1.0,1.0,,,,,,
260,10,6,0,0,-62.248620517068424,-25.168512906542468,20.274142868402272,-43.07166726010499,2,D
261,10,6,0,1,-19.542677001295484,-6.396674887307885,-100.0,-100.0,1,H
262,10.0,6.0,1.0,0.0,,,,,,
263,10.0,6.0,1.0,1.0,,,,,,
264,10,7,0,0,-55.359850832258076,27.615481022401102,-37.81486642353764,-36.296846122502174,1,H
265,10,7,0,1,-8.283976234708522,-2.963783436172137,-404.8290243348149,-188.50154804047867,1,H
266,10.0,7.0,1.0,0.0,,,,,,
267,10.0,7.0,1.0,1.0,,,,,,
268,10,8,0,0,-42.847667463807554,-15.57496325403763,-33.562024929287986,-60.42383892459132,1,H
269,10,8,0,1,-21.266472168862244,1.4160598030025877,-100.0,-100.0,1,H
270,10.0,8.0,1.0,0.0,,,,,,
271,10.0,8.0,1.0,1.0,,,,,,
272,10,9,0,0,-45.98635429441459,-7.3837309451938,-98.01910362800572,-67.65536548830084,1,H
273,10,9,0,1,-12.586527812600387,-8.892845135772966,-100.0,-100.0,1,H
274,10.0,9.0,1.0,0.0,,,,,,
275,10.0,9.0,1.0,1.0,,,,,,
276,10,10,0,0,-71.0459693101108,-35.83006115277881,-74.2102423595225,-64.09646241065222,1,H
277,10,10,0,1,-57.377229445820596,-32.01186848081216,-349.94239935078417,-415.7592781310717,1,H
278,10.0,10.0,1.0,0.0,,,,,,
279,10.0,10.0,1.0,1.0,,,,,,
280,11,1,0,0,-84.52367249449256,-3.475760368437866,-70.0413126830772,-63.33237637862008,1,H
281,11,1,0,1,-36.79195520805567,-36.8000359043845,-192.5154470770612,-273.77219398988245,0,S
282,11.0,1.0,1.0,0.0,,,,,,
283,11.0,1.0,1.0,1.0,,,,,,
284,11,2,0,0,-55.46773521521858,-21.962422436069556,-68.67307811141843,-50.487802107996345,1,H
285,11,2,0,1,-10.689721505273457,13.26173960889925,-189.26507432328583,-270.387757337514,1,H
286,11.0,2.0,1.0,0.0,,,,,,
287,11.0,2.0,1.0,1.0,,,,,,
288,11,3,0,0,-37.46423500601807,-26.88260134953778,-41.41129743636329,-72.24908834653982,1,H
289,11,3,0,1,-10.231673063532604,7.740264565538267,-271.3525680501675,-99.69989666328955,1,H
290,11.0,3.0,1.0,0.0,,,,,,
291,11.0,3.0,1.0,1.0,,,,,,
292,11,4,0,0,-59.23509546918051,-2.509937341956226,-45.927599773370446,-59.287744719341696,1,H
293,11,4,0,1,-47.95637370464682,28.510993499519486,-188.3601753858248,-189.32397171890426,1,H
294,11.0,4.0,1.0,0.0,,,,,,
295,11.0,4.0,1.0,1.0,,,,,,
296,11,5,0,0,-27.169837595461253,-7.014189320557772,-31.290425296640795,-54.67365482972223,1,H
297,11,5,0,1,-29.50903929551875,2.8175209734345823,-190.11176935136473,-100.0,1,H
298,11.0,5.0,1.0,0.0,,,,,,
299,11.0,5.0,1.0,1.0,,,,,,
300,11,6,0,0,-31.541474138299044,-16.3234940076132,64.39809169001701,-48.71285966873839,2,D
301,11,6,0,1,-3.354477654855626,16.825029822347165,0.0,-187.04130783460536,1,H
302,11.0,6.0,1.0,0.0,,,,,,
303,11.0,6.0,1.0,1.0,,,,,,
304,11,7,0,0,-72.87232505750401,6.328984382689505,-44.33019684078713,-54.36735518697016,1,H
305,11,7,0,1,-26.50337779569432,9.594167249029235,-340.90892768453784,-100.0,1,H
306,11.0,7.0,1.0,0.0,,,,,,
307,11.0,7.0,1.0,1.0,,,,,,
308,11,8,0,0,-33.74390609788073,-25.66243506933811,37.48737446460801,-57.780732963729356,2,D
309,11,8,0,1,-13.862164793550273,-3.890753801236973,-341.43939873533805,-269.0291557512105,1,H
310,11.0,8.0,1.0,0.0,,,,,,
311,11.0,8.0,1.0,1.0,,,,,,
312,11,9,0,0,-57.94845439708125,-3.486991839475131,-96.03314269053655,-54.21189592957717,1,H
313,11,9,0,1,-29.02880776171726,-27.969842391068514,-269.8790856828064,-191.96389645171223,1,H
314,11.0,9.0,1.0,0.0,,,,,,
315,11.0,9.0,1.0,1.0,,,,,,
316,11,10,0,0,-98.33631955135618,-41.8895593556503,-61.477977712152395,-85.89958605918281,1,H
317,11,10,0,1,-66.18991021733048,-14.121513792455655,-581.2861152127622,-531.7905395539163,1,H
318,11.0,10.0,1.0,0.0,,,,,,
319,11.0,10.0,1.0,1.0,,,,,,
320,12,1,0,0,-103.9037779507188,-93.83715314970748,-105.83087592654965,-97.32364155129945,1,H
321,12,1,0,1,-106.11702914715723,-71.25370633752809,-278.14389835956854,-492.07043750481523,1,H
322,12,1,1,0,-24.169036757018034,-20.666545388818417,-20.463219390380644,-21.394332941886056,2,D
323,12.0,1.0,1.0,1.0,,,,,,
324,12,2,0,0,-93.7720733983731,-62.809751511622196,-109.98274371970106,-93.6586461419208,1,H
325,12,2,0,1,-81.28052904066907,-67.95889223786195,-278.28054939246067,-196.58275545836523,1,H
326,12,2,1,0,-20.685425093496647,-4.747451388493445,0.1852866033038243,-16.594103849431747,2,D
327,12.0,2.0,1.0,1.0,,,,,,
328,12,3,0,0,-71.69587992931467,-46.830648790637554,-95.6055448490972,-91.17427565134946,1,H
329,12,3,0,1,-74.48933084648705,-72.25774323343464,-534.1820120437997,-537.2423611952937,1,H
330,12,3,1,0,-28.728531553372193,-6.283558742433966,-16.892467818467633,-16.238847462221575,1,H
331,12.0,3.0,1.0,1.0,,,,,,
332,12,4,0,0,-90.89898440328113,-90.41496404664477,-91.87141846583832,-83.44914354191921,3,Su
333,12,4,0,1,-41.93327171316041,-36.76327501557694,-535.6683348373228,-418.05859064188314,1,H
334,12,4,1,0,-10.0,11.18356771341869,-30.477759472870726,-9.126619242355131,1,H
335,12.0,4.0,1.0,1.0,,,,,,
336,12,5,0,0,-81.06738894108692,-52.92368368496038,-112.95506415305213,-72.00002699905356,1,H
337,12,5,0,1,-58.14566257201301,-35.52316303790702,-354.43852166675316,-478.89892282137856,1,H
338,12,5,1,0,-24.910872121073947,-3.2274927450450237,-3.6169933202331173,-6.292804946973459,1,H
339,12.0,5.0,1.0,1.0,,,,,,
340,12,6,0,0,-58.8238016991705,-52.08129137657876,-101.57193090339203,-92.36520895035058,1,H
341,12,6,0,1,-43.85485385712409,-81.28320627781054,-349.96021925504095,-410.84141490317063,0,S
342,12,6,1,0,-42.24027945323397,3.1571311150542973,-24.464104599463493,-25.558827383787374,1,H
343,12.0,6.0,1.0,1.0,,,,,,
344,12,7,0,0,-94.21458250249519,-59.277063351080514,-129.2590679176741,-95.04346677968616,1,H
345,12,7,0,1,-78.28724335682381,-11.537706168759682,-586.0884657331832,-417.64749059026576,1,H
346,12,7,1,0,-18.009246337320672,3.476752766547078,-90.77845270917531,-16.73657359386984,1,H
347,12.0,7.0,1.0,1.0,,,,,,
348,12,8,0,0,-100.0229316368669,-41.791427507971164,-129.38705258894504,-84.35000641529012,1,H
349,12,8,0,1,-93.43734147970116,-67.28098603806782,-535.1261898391306,-537.1233265788505,1,H
350,12,8,1,0,-16.408706197798043,-14.754174090890826,-16.191554639373138,-27.970316211045965,1,H
351,12.0,8.0,1.0,1.0,,,,,,
352,12,9,0,0,-87.92130762879255,-64.62976151843355,-102.13333409495337,-90.90108817479214,1,H
353,12,9,0,1,-76.6448359842814,-46.78292238785078,-631.766377792008,-280.9459383074793,1,H
354,12,9,1,0,-60.17319886518586,-17.335216562012118,-57.05055678684552,-29.253740392421697,1,H
355,12.0,9.0,1.0,1.0,,,,,,
356,12,10,0,0,-96.5861145536684,-102.16799706363274,-120.9677682859568,-99.00560200442816,0,S
357,12,10,0,1,-95.4316859133412,-60.89580942848355,-1025.2143976634623,-946.2212859439671,1,H
358,12,10,1,0,-53.210746717175766,-34.739438849093645,-48.92542616961221,-42.384954556833804,1,H
359,12.0,10.0,1.0,1.0,,,,,,
360,13,1,0,0,-101.9376817525602,-100.4101647310683,-153.36517720760912,-77.03489106420606,3,Su
361,13,1,0,1,-95.49171592909892,-83.28755680946509,-197.79538458803955,-490.79218864750146,1,H
362,13,1,1,0,-39.49255509017488,-24.08113341068094,-50.38815820623718,-43.13999901182889,1,H
363,13,1,1,1,-12.178395221262551,0.0,0.0,-100.0,1,H
364,13,2,0,0,-103.2823249824219,-35.91060099743162,-99.7695956157517,-92.39936716997626,1,H
365,13,2,0,1,-79.36779788837738,-54.215699867468174,-421.4121120688287,-638.6187307814455,1,H
366,13,2,1,0,-33.27805817774582,-21.08773945903955,-40.759760787903645,-27.937714277675,1,H
367,13,2,1,1,14.118632652857368,0.0,0.0,0.0,0,S
368,13,3,0,0,-109.6764060849368,-50.72455927684702,-88.86508471355833,-79.57408836644262,1,H
369,13,3,0,1,-85.18102213521635,-102.38360989739455,-430.55648964936574,-353.3212825037052,0,S
370,13,3,1,0,-36.91073366311734,-25.23931393083193,-50.33987291033075,-30.28940131565915,1,H
371,13,3,1,1,-10.534206472949235,-10.64172429748955,-100.0,-100.0,0,S
372,13,4,0,0,-88.13215676433259,-73.62486476195167,-108.45506822093814,-85.00614558780555,1,H
373,13,4,0,1,-76.66976462646068,-64.77348102229277,-539.7154083273251,-488.573945046189,1,H
374,13,4,1,0,-18.277084449039087,1.121222306699515,-16.760343646959385,-18.151677220513687,1,H
375,13,4,1,1,-7.79246808019945,-6.553723682965789,-100.0,-100.0,1,H
376,13,5,0,0,-89.61804876752942,-44.64413346887357,-93.09418214435028,-93.21299640896167,1,H
377,13,5,0,1,-77.29570465047392,-68.29157278802978,-700.2667476021348,-467.33772339542645,1,H
378,13,5,1,0,-14.901789922682347,-17.353340822403375,-27.8202863594661,-17.375280590678464,0,S
379,13,5,1,1,-7.2751136451460905,7.007791069458683,0.0,0.0,1,H
380,13,6,0,0,-54.09797576768344,-76.23187837367517,-122.35817618531945,-74.02198059983782,0,S
381,13,6,0,1,-58.58518952194689,-87.87247102638,-540.9614880847497,-541.0464081631883,0,S
382,13,6,1,0,-58.396130650812374,-10.519958557219086,-68.04022283309922,-19.32526568424357,1,H
383,13,6,1,1,0.0,6.147559678963001,0.0,0.0,1,H
384,13,7,0,0,-81.2630941064912,-34.91683593599417,-85.34643844034501,-76.5523030093351,1,H
385,13,7,0,1,-117.45232453619987,-30.43489565543534,-545.9341998389951,-714.9350460841637,1,H
386,13,7,1,0,-37.646302811769644,-15.016105634863433,-27.4416737756154,-23.17017192820568,1,H
387,13,7,1,1,-12.666455922770483,-0.23557728693955438,0.0,-100.0,2,D
388,13,8,0,0,-96.84704546083192,-91.45459080970647,-97.28209000505345,-92.00752443259012,1,H
389,13,8,0,1,-73.77118193884695,-103.77608268649864,-487.03562141675957,-594.660285555266,0,S
390,13,8,1,0,-58.73349597136949,-23.57272753542083,-68.80247381422903,-48.46208012237954,1,H
391,13,8,1,1,-17.094909991198488,-6.515652520311107,-100.0,0.0,3,Su
392,13,9,0,0,-112.53115564723414,-61.726575144627276,-113.02971879294124,-101.98279868145731,1,H
393,13,9,0,1,-44.469673742021456,-88.1837191799555,-584.8706296341534,-482.1134889831305,0,S
394,13,9,1,0,-46.74938696854295,-21.87187521753588,-39.610848306475106,-40.081297509729815,1,H
395,13,9,1,1,5.313232981845161,0.0,0.0,0.0,0,S
396,13,10,0,0,-112.26193980882466,-103.71473759429703,-151.12764351921032,-87.87976157793655,3,Su
397,13,10,0,1,-101.11833411762058,-71.25675397678306,-1000.2257706601245,-930.934020044518,1,H
398,13,10,1,0,-63.34872419238364,-48.741794847946316,-74.88329433686033,-55.9102315589073,1,H
399,13,10,1,1,-22.954780230970552,-22.916880030763338,-99.14014167708369,-100.0,1,H
400,14,1,0,0,-88.81520837152624,-94.02223657801306,-120.07673673077804,-82.77861527718072,3,Su
401,14,1,0,1,-102.85890162261494,-81.56024902272424,-498.70651681174627,-434.8455778979203,1,H
402,14,1,1,0,-58.21342657747632,-42.95463082902379,-80.51214702768463,-54.8483189807807,1,H
403,14,1,1,1,-14.783770113881209,-11.341140706629664,-190.26839041354077,-100.0,1,H
404,14,2,0,0,-103.91379953940466,-105.88697926314236,-117.57165235456722,-85.4143251813484,3,Su
405,14,2,0,1,-65.51357544024064,-64.18244756343846,-581.0187849992991,-676.0930809326792,1,H
406,14,2,1,0,-52.85471919808828,-2.061159732443647,-80.48567592346302,-38.453421716890524,1,H
407,14,2,1,1,-14.716424441048185,-1.1899342323494497,0.0,0.0,2,D
408,14,3,0,0,-100.41659308913133,-56.12495298891737,-136.48718377321103,-89.79196627740927,1,H
409,14,3,0,1,-71.7126170422492,-102.55465053029212,-274.79225152382674,-540.7187082415387,0,S
410,14,3,1,0,-37.57662388844213,-33.78669490135148,-35.58130302175106,-32.393061165735425,3,Su
411,14,3,1,1,-24.693711986704848,-18.495261735883066,-100.0,-100.0,1,H
412,14,4,0,0,-94.86743534585946,-76.5307540580742,-101.06548511882929,-96.06524340655578,1,H
413,14,4,0,1,-44.9460510183602,-77.29599010104342,-630.105053907131,-532.4767075239332,0,S
414,14,4,1,0,-41.76117090776332,-10.698280036764164,-42.73278612912333,-24.01109689809637,1,H
